,Name,Postal_Code,Coordinates,Venue Type
19849,SUPERMAN FOOD PTE. LTD.,820108,"[1.39649861628108, 103.908866307025]",Eating Establishment
19850,SOUP EMPIRE HOLDINGS PTE. LTD.,820108,"[1.39649861628108, 103.908866307025]",Eating Establishment
19851,LIM KOCK HOON,540267,"[1.38374441748547, 103.897046557237]",Eating Establishment
19852,KOUFU PTE LTD,540267,"[1.38374441748547, 103.897046557237]",Eating Establishment
19853,GAN MUAY PUI,540267,"[1.38374441748547, 103.897046557237]",Eating Establishment
19854,WANG WANG KITCHEN PTE. LTD.,540267,"[1.38374441748547, 103.897046557237]",Eating Establishment
19855,LING XIAOMIN,540267,"[1.38374441748547, 103.897046557237]",Eating Establishment
19856,HO WAH HENG,540267,"[1.38374441748547, 103.897046557237]",Eating Establishment
19857,SAM LUIE SIN,415939,"[1.33492457246555, 103.900974442954]",Eating Establishment
19858,INTAN BINTE HUSSAIN,415939,"[1.33492457246555, 103.900974442954]",Eating Establishment
19859,SYED AHMAED GHAN S/O SYED IBRAHIM,415939,"[1.33492457246555, 103.900974442954]",Eating Establishment
19860,QUAK SENG TONG,415939,"[1.33492457246555, 103.900974442954]",Eating Establishment
19861,SRI NARIVIZHI PTE. LTD.,415978,"[1.33723381361345, 103.902616688104]",Eating Establishment
19862,LI ENSHI,529509,"[1.35229139706407, 103.943849611798]",Eating Establishment
19863,SFBI (ASIA-PACIFIC) PTE. LTD.,529509,"[1.35229139706407, 103.943849611798]",Eating Establishment
19864,CENTURY SQUARE FISH SOUP PTE. LTD.,529509,"[1.35229139706407, 103.943849611798]",Eating Establishment
19865,Zhang Dong Lin,529509,"[1.35229139706407, 103.943849611798]",Eating Establishment
19866,FORMOSA DELIGHTS PTE LTD,529509,"[1.35229139706407, 103.943849611798]",Eating Establishment
19867,KONG KIN WAH,529509,"[1.35229139706407, 103.943849611798]",Eating Establishment
19868,PINOY FOOD EMPIRE PTE. LTD.,529509,"[1.35229139706407, 103.943849611798]",Eating Establishment
19869,TING.Y.W. PTE. LTD.,529509,"[1.35229139706407, 103.943849611798]",Eating Establishment
19870,FITRA FOODS PTE. LTD.,529509,"[1.35229139706407, 103.943849611798]",Eating Establishment
19871,NOOR HANAH BINTE HARUN,538789,"[1.3726429004882, 103.883050531748]",Eating Establishment
19872,NAFISAH BEE BTE ANSARI,538789,"[1.3726429004882, 103.883050531748]",Eating Establishment
19873,ROSAN BEE D/O G K JAMALUDIN,538789,"[1.3726429004882, 103.883050531748]",Eating Establishment
19874,LOH SIOK TIANG,538789,"[1.3726429004882, 103.883050531748]",Eating Establishment
19875,NG YANG HUANG,538789,"[1.3726429004882, 103.883050531748]",Eating Establishment
19876,CHAN KENG HEOK,538789,"[1.3726429004882, 103.883050531748]",Eating Establishment
19877,LIM AH SEOK,538789,"[1.3726429004882, 103.883050531748]",Eating Establishment
19878,LE XIN CATERING PTE. LTD.,820639,"[1.39944615081314, 103.916054653165]",Eating Establishment
19879,HAJI KARIM PRATA PALACE PTE. LTD.,820639,"[1.39944615081314, 103.916054653165]",Eating Establishment
19880,TAY GUAN HONG JANET,820639,"[1.39944615081314, 103.916054653165]",Eating Establishment
19881,MING XIANG FOOD PTE. LTD.,820639,"[1.39944615081314, 103.916054653165]",Eating Establishment
19882,XIE YUMIAN,820639,"[1.39944615081314, 103.916054653165]",Eating Establishment
19883,PUAY KEE BOON (BEI QIWEN),820639,"[1.39944615081314, 103.916054653165]",Eating Establishment
19884,TOP 73+1 (6) FOOD DELIGHTS PTE. LTD.,820639,"[1.39944615081314, 103.916054653165]",Eating Establishment
19885,"ONG WAI YIN, ARETA",521866,"[1.35542177253675, 103.934315234737]",Eating Establishment
19886,CHANG CHENG FOOD PARADISE PTE. LTD.,521866,"[1.35542177253675, 103.934315234737]",Eating Establishment
19887,CHIA SEE FONG,521866,"[1.35542177253675, 103.934315234737]",Eating Establishment
19888,NG CHYE WANG,521866,"[1.35542177253675, 103.934315234737]",Eating Establishment
19889,CHANG CHENG FOOD & BEVERAGE PTE. LTD.,521866,"[1.35542177253675, 103.934315234737]",Eating Establishment
19890,FOO JONG PENG @ FOO THIANG HOON,521866,"[1.35542177253675, 103.934315234737]",Eating Establishment
19891,Azman Bin Marmin,521866,"[1.35542177253675, 103.934315234737]",Eating Establishment
19892,PEH KOH HOON,828867,"[1.39485356300872, 103.908572571105]",Eating Establishment
19893,LEE AH HEOK,828867,"[1.39485356300872, 103.908572571105]",Eating Establishment
19894,ONG TENG HEW,828867,"[1.39485356300872, 103.908572571105]",Eating Establishment
19895,ATMEE BINTE SAINI,828867,"[1.39485356300872, 103.908572571105]",Eating Establishment
19896,NEO SOON MEE,828867,"[1.39485356300872, 103.908572571105]",Eating Establishment
19897,WONG SOW WAH,828867,"[1.39485356300872, 103.908572571105]",Eating Establishment
19898,NG AI LAN,828867,"[1.39485356300872, 103.908572571105]",Eating Establishment
19899,NEO CHWEE KIM,828867,"[1.39485356300872, 103.908572571105]",Eating Establishment
19900,NG TING HOE,820168,"[1.39418409438271, 103.912976437583]",Eating Establishment
19901,L.K. MAJU RESTAURANT PTE. LTD.,820168,"[1.39418409438271, 103.912976437583]",Eating Establishment
19902,LAU DI FANG SCISSORS-CUT CURRY RICE PTE. LTD.,820168,"[1.39418409438271, 103.912976437583]",Eating Establishment
19903,YU KEE DUCK AND NOODLE HOUSE PTE. LTD.,820168,"[1.39418409438271, 103.912976437583]",Eating Establishment
19904,GUAN YUANXIANG,820168,"[1.39418409438271, 103.912976437583]",Eating Establishment
19905,Chu Yew Wah,820168,"[1.39418409438271, 103.912976437583]",Eating Establishment
19906,KOH LEONG HAI,820168,"[1.39418409438271, 103.912976437583]",Eating Establishment
19907,ZHEN NEN ZHU LAMIAN PTE. LTD.,820168,"[1.39418409438271, 103.912976437583]",Eating Establishment
19908,GAN HOCK LIM,820168,"[1.39418409438271, 103.912976437583]",Eating Establishment
19909,CHANG CHENG FOOD & BEVERAGE PTE. LTD.,820168,"[1.39418409438271, 103.912976437583]",Eating Establishment
19910,CHOO SIEW PING,828866,"[1.397280800154, 103.911575840457]",Eating Establishment
19911,SURAYA BINTE YUSOF,828866,"[1.397280800154, 103.911575840457]",Eating Establishment
19912,TAN GEK LOI,828866,"[1.397280800154, 103.911575840457]",Eating Establishment
19913,KONEKO LLP,828866,"[1.397280800154, 103.911575840457]",Eating Establishment
19914,HONG YUNZHEN,828866,"[1.397280800154, 103.911575840457]",Eating Establishment
19915,KHAIRIYA BINTE ABDULLAH,828866,"[1.397280800154, 103.911575840457]",Eating Establishment
19916,CHOO HWEE JUN JEANNE,828866,"[1.397280800154, 103.911575840457]",Eating Establishment
19917,LIN JINQING,510258,"[1.36700054076336, 103.96461777629]",Eating Establishment
19918,WEERAWAN WILAI,510258,"[1.36700054076336, 103.96461777629]",Eating Establishment
19919,LI CHUN SHENG,510258,"[1.36700054076336, 103.96461777629]",Eating Establishment
19920,SHUANG RONG SEAFOOD HOLDING PTE. LTD.,510258,"[1.36700054076336, 103.96461777629]",Eating Establishment
19921,TANG KAI HOW,649371,"[1.35235629697621, 103.721726596827]",Eating Establishment
19922,ABDUL RAZAK BIN RABO,649371,"[1.35235629697621, 103.721726596827]",Eating Establishment
19923,MARIA BINTE ABDULLAH,649371,"[1.35235629697621, 103.721726596827]",Eating Establishment
19924,RASHIDAH BTE ABDULLAH,649371,"[1.35235629697621, 103.721726596827]",Eating Establishment
19925,ONG SIN NEE,649371,"[1.35235629697621, 103.721726596827]",Eating Establishment
19926,ER JOO LEE,649371,"[1.35235629697621, 103.721726596827]",Eating Establishment
19927,ANG BEE TIN,649371,"[1.35235629697621, 103.721726596827]",Eating Establishment
19928,LOW CHOONG CHEW,649371,"[1.35235629697621, 103.721726596827]",Eating Establishment
19929,NORIDAH BINTE MD JAMIL,689143,"[1.39964246826641, 103.746036144935]",Eating Establishment
19930,ROSLINDAH BINTE ABDULLAH,689143,"[1.39964246826641, 103.746036144935]",Eating Establishment
19931,NOOR AZIZAH BINTE MASIDI,689143,"[1.39964246826641, 103.746036144935]",Eating Establishment
19932,AW POH LIN ESTER GLYNN,689143,"[1.39964246826641, 103.746036144935]",Eating Establishment
19933,TENGKU RATNA SARI BINTE TENGKU MOHAMED,689143,"[1.39964246826641, 103.746036144935]",Eating Establishment
19934,KARTINA,689143,"[1.39964246826641, 103.746036144935]",Eating Establishment
19935,RAHMAWATI,689143,"[1.39964246826641, 103.746036144935]",Eating Establishment
19936,LIM CHIN SENG,689143,"[1.39964246826641, 103.746036144935]",Eating Establishment
19937,LEOW SIN KHIM,689814,"[1.38041151250887, 103.736142792506]",Eating Establishment
19938,SUN LIZHEN,689814,"[1.38041151250887, 103.736142792506]",Eating Establishment
19939,TJIOE LIE KIANG,689814,"[1.38041151250887, 103.736142792506]",Eating Establishment
19940,ANG KAH TIN,689814,"[1.38041151250887, 103.736142792506]",Eating Establishment
19941,NURASHIQIN BINTE RAHIM,689814,"[1.38041151250887, 103.736142792506]",Eating Establishment
19942,MAIMONAH BINTE KOMAIN,689814,"[1.38041151250887, 103.736142792506]",Eating Establishment
19943,HAMEDA BEEVI D/O M K SHEIK MATHAR,689814,"[1.38041151250887, 103.736142792506]",Eating Establishment
19944,LIM BENG CHOO,689814,"[1.38041151250887, 103.736142792506]",Eating Establishment
19945,CHEE KWEE CHI,649410,"[1.34687989714198, 103.726759673876]",Eating Establishment
19946,NORAZLINNA BINTE ABDUL KADIR,649410,"[1.34687989714198, 103.726759673876]",Eating Establishment
19947,HOSAINON BINTE SHAWAR,649410,"[1.34687989714198, 103.726759673876]",Eating Establishment
19948,TAN HUI KOK,649410,"[1.34687989714198, 103.726759673876]",Eating Establishment
19949,NGOH KWEE PHANG,649410,"[1.34687989714198, 103.726759673876]",Eating Establishment
19950,CHNG LAY KHENG,649410,"[1.34687989714198, 103.726759673876]",Eating Establishment
19951,LIM GEOK MOI,649410,"[1.34687989714198, 103.726759673876]",Eating Establishment
19952,ZHAN WENYU,649410,"[1.34687989714198, 103.726759673876]",Eating Establishment
19953,TAY KAH SOON,680475,"[1.37789727654674, 103.739015486293]",Eating Establishment
19954,WONG YUET YENG,680475,"[1.37789727654674, 103.739015486293]",Eating Establishment
19955,LIU DONG XIN,680475,"[1.37789727654674, 103.739015486293]",Eating Establishment
19956,Y NABILA BANU,680475,"[1.37789727654674, 103.739015486293]",Eating Establishment
19957,CHANG CHENG FOOD PARADISE PTE. LTD.,680475,"[1.37789727654674, 103.739015486293]",Eating Establishment
19958,CHEN XIAOLING,680475,"[1.37789727654674, 103.739015486293]",Eating Establishment
19959,JASMAN BIN MOHD,680475,"[1.37789727654674, 103.739015486293]",Eating Establishment
19960,TAN GEK HOON,680475,"[1.37789727654674, 103.739015486293]",Eating Establishment
19961,CHIA CHER KHIANG,682673,"[1.40097318180287, 103.747961271519]",Eating Establishment
19962,CHANG CHENG FOOD PARADISE PTE. LTD.,682673,"[1.40097318180287, 103.747961271519]",Eating Establishment
19963,PHUA LEE HOON,682673,"[1.40097318180287, 103.747961271519]",Eating Establishment
19964,LIN FENGLIAN,682673,"[1.40097318180287, 103.747961271519]",Eating Establishment
19965,HOME EATERY PTE. LTD.,682673,"[1.40097318180287, 103.747961271519]",Eating Establishment
19966,RISWAN BIN AHMAT,682673,"[1.40097318180287, 103.747961271519]",Eating Establishment
19967,LUNUBON SUPAWANEE MRS SUPAWANEE RAHARDJA,682673,"[1.40097318180287, 103.747961271519]",Eating Establishment
19968,WEN FENG FOOD PARADISE PTE. LTD.,682673,"[1.40097318180287, 103.747961271519]",Eating Establishment
19969,TASTY ROASTED CUISINE PTE. LTD.,682673,"[1.40097318180287, 103.747961271519]",Eating Establishment
19970,AW POH GEK ( HU BAOYU ),688268,"[1.40285481685647, 103.74682262875]",Eating Establishment
19971,HABEEBAH D/O ABDUL KAREEM,688268,"[1.40285481685647, 103.74682262875]",Eating Establishment
19972,ROSLA BTE SARPIN,688268,"[1.40285481685647, 103.74682262875]",Eating Establishment
19973,LIM GEOK BEOY,688268,"[1.40285481685647, 103.74682262875]",Eating Establishment
19974,ABDUL RAHMAN BIN OSMAN,688268,"[1.40285481685647, 103.74682262875]",Eating Establishment
19975,CHIONG POH SUAN,688268,"[1.40285481685647, 103.74682262875]",Eating Establishment
19976,TOH BEE LIAN,688268,"[1.40285481685647, 103.74682262875]",Eating Establishment
19977,GOH SIAH HUAY,688268,"[1.40285481685647, 103.74682262875]",Eating Establishment
19978,YE KANGWANG,649734,"[1.36608056045315, 103.692418589374]",Eating Establishment
19979,TEN SEAW PENG,681668,"[1.40165386398988, 103.750480639498]",Eating Establishment
19980,YEO QI YU,681668,"[1.40165386398988, 103.750480639498]",Eating Establishment
19981,CHEW BOON LEONG,681668,"[1.40165386398988, 103.750480639498]",Eating Establishment
19982,NEO CHIN SOON,681668,"[1.40165386398988, 103.750480639498]",Eating Establishment
19983,MUTIARA CATERING PTE. LTD.,681668,"[1.40165386398988, 103.750480639498]",Eating Establishment
19984,VO THI DEP,681678,"[1.40155939783169, 103.744743200908]",Eating Establishment
19985,KING OMAR PTE. LTD.,681678,"[1.40155939783169, 103.744743200908]",Eating Establishment
19986,CHONG FOO YOU,681429,"[1.38342388676801, 103.740852261839]",Eating Establishment
19987,YU MEE BENG,681429,"[1.38342388676801, 103.740852261839]",Eating Establishment
19988,CAI BAOYING,681429,"[1.38342388676801, 103.740852261839]",Eating Establishment
19989,ZENG XIULONG,681429,"[1.38342388676801, 103.740852261839]",Eating Establishment
19990,TAY KOK SIONG,681429,"[1.38342388676801, 103.740852261839]",Eating Establishment
19991,TAN SOON KIAT,681429,"[1.38342388676801, 103.740852261839]",Eating Establishment
19992,SONIE MALVINDER KAUR,689285,"[1.39507191622876, 103.743443644259]",Eating Establishment
19993,LEE LOO LOO,689285,"[1.39507191622876, 103.743443644259]",Eating Establishment
19994,NYO SOCK LEE,689285,"[1.39507191622876, 103.743443644259]",Eating Establishment
19995,SEAH ENG KIANG,689285,"[1.39507191622876, 103.743443644259]",Eating Establishment
19996,SITI NURASHIKEN BINTE SHARIF,689285,"[1.39507191622876, 103.743443644259]",Eating Establishment
19997,TOH POH CHOO,689285,"[1.39507191622876, 103.743443644259]",Eating Establishment
19998,RASA RASA GROUP CATERING SERVICES LLP,681160,"[1.38049639723272, 103.757079964941]",Eating Establishment
19999,KOUFU PTE LTD,680303,"[1.38454796392361, 103.743802293189]",Eating Establishment
20000,LI FENGCHAI,680303,"[1.38454796392361, 103.743802293189]",Eating Establishment
20001,CHANG CHENG FOOD PARADISE PTE. LTD.,680303,"[1.38454796392361, 103.743802293189]",Eating Establishment
20002,YU KEE DUCK AND NOODLE HOUSE PTE. LTD.,680303,"[1.38454796392361, 103.743802293189]",Eating Establishment
20003,CHEN YONGNING,680303,"[1.38454796392361, 103.743802293189]",Eating Establishment
20004,LOCK KUM WAI (LUO JINWEI),680303,"[1.38454796392361, 103.743802293189]",Eating Establishment
20005,NG SIEW HIOK,680303,"[1.38454796392361, 103.743802293189]",Eating Establishment
20006,SOUP EMPIRE HOLDINGS PTE. LTD.,680303,"[1.38454796392361, 103.743802293189]",Eating Establishment
20007,PHANG POOI YEN,680303,"[1.38454796392361, 103.743802293189]",Eating Establishment
20008,MOHD YATIM B SHARIB,678972,"[1.37556539191054, 103.763881894509]",Eating Establishment
20009,TOH AI HUA,689189,"[1.39418496446376, 103.747412309639]",Eating Establishment
20010,GOH LENG HANG,689189,"[1.39418496446376, 103.747412309639]",Eating Establishment
20011,CHER LIANG HENG,689189,"[1.39418496446376, 103.747412309639]",Eating Establishment
20012,SEAH LYE CHOON,689189,"[1.39418496446376, 103.747412309639]",Eating Establishment
20013,SRI DEVI BINTE SULONG,689189,"[1.39418496446376, 103.747412309639]",Eating Establishment
20014,RUKIAH BINTI MAHMOOD,689189,"[1.39418496446376, 103.747412309639]",Eating Establishment
20015,LIM KAH HIN,689189,"[1.39418496446376, 103.747412309639]",Eating Establishment
20016,CHICKY FUN PTE. LTD.,680624,"[1.3977814000738, 103.74697404926]",Eating Establishment
20017,MARI AN MANUEL DECIPEDA,680624,"[1.3977814000738, 103.74697404926]",Eating Establishment
20018,TAN BEE HWA,680624,"[1.3977814000738, 103.74697404926]",Eating Establishment
20019,CHEN LIYU,680624,"[1.3977814000738, 103.74697404926]",Eating Establishment
20020,TECK EE FOOD HOLDINGS PTE. LTD.,680624,"[1.3977814000738, 103.74697404926]",Eating Establishment
20021,IRWAN BIN SOEKADI,680624,"[1.3977814000738, 103.74697404926]",Eating Establishment
20022,MALA KING PTE. LTD,680624,"[1.3977814000738, 103.74697404926]",Eating Establishment
20023,ZHANG HOUQU,680624,"[1.3977814000738, 103.74697404926]",Eating Establishment
20024,NEW JOURNEY SERVICES (PTE. LTD.),680624,"[1.3977814000738, 103.74697404926]",Eating Establishment
20025,LUO MEI FANG,680624,"[1.3977814000738, 103.74697404926]",Eating Establishment
20026,MARVEL-LICIOUS PRIVATE LIMITED,680624,"[1.3977814000738, 103.74697404926]",Eating Establishment
20027,SUM SUET WAN,680624,"[1.3977814000738, 103.74697404926]",Eating Establishment
20028,ZENG JINHUA,680624,"[1.3977814000738, 103.74697404926]",Eating Establishment
20029,MASTER YANG CATERING PTE LTD,680624,"[1.3977814000738, 103.74697404926]",Eating Establishment
20030,PUAY KEE BOON (BEI QIWEN),680624,"[1.3977814000738, 103.74697404926]",Eating Establishment
20031,SENG LAY HONG,680624,"[1.3977814000738, 103.74697404926]",Eating Establishment
20032,OW MEI PENG (OU MEIPING),638365,"[1.33281371232659, 103.678980940936]",Eating Establishment
20033,LIAU CHEUN KHIONG,638365,"[1.33281371232659, 103.678980940936]",Eating Establishment
20034,FRUITS GARDEN PTE LTD,638365,"[1.33281371232659, 103.678980940936]",Eating Establishment
20035,William Lim Zhongyi,680533,"[1.3920738867617, 103.743099573442]",Eating Establishment
20036,YI JIA FOOD HOUSE PTE. LTD.,680533,"[1.3920738867617, 103.743099573442]",Eating Establishment
20037,JOLI BINTE ABDUL GANI,680533,"[1.3920738867617, 103.743099573442]",Eating Establishment
20038,"TOH XUE FEN, SHARON",680533,"[1.3920738867617, 103.743099573442]",Eating Establishment
20039,WANG MEIHUA,680533,"[1.3920738867617, 103.743099573442]",Eating Establishment
20040,CHIA CHEONG SENG,680533,"[1.3920738867617, 103.743099573442]",Eating Establishment
20041,HOL WAH PTE. LTD.,680533,"[1.3920738867617, 103.743099573442]",Eating Establishment
20042,OW MEI PENG (OU MEIPING),680533,"[1.3920738867617, 103.743099573442]",Eating Establishment
20043,SHENGJIYUAN FOODS PTE. LTD.,680533,"[1.3920738867617, 103.743099573442]",Eating Establishment
20044,GANESAN S/O ARUMUGAM,680533,"[1.3920738867617, 103.743099573442]",Eating Establishment
20045,DC GOURMET PTE. LTD.,680253,"[1.37677749544409, 103.744548948082]",Eating Establishment
20046,WU FU (HOUGANG) PTE. LTD.,680253,"[1.37677749544409, 103.744548948082]",Eating Establishment
20047,ANG GHIM HIN @ MUHAMAD AMIN ANG,689333,"[1.39004038830493, 103.741091095437]",Eating Establishment
20048,CHUA KIM HOCK RICHARD JOSEPH,689333,"[1.39004038830493, 103.741091095437]",Eating Establishment
20049,MUMTAJ BAHAM BINTE SHEIK MATHAR,689333,"[1.39004038830493, 103.741091095437]",Eating Establishment
20050,LIM SIEW ENG,689333,"[1.39004038830493, 103.741091095437]",Eating Establishment
20051,HO SOO SANG,689333,"[1.39004038830493, 103.741091095437]",Eating Establishment
20052,NORAZIAN BINTI AWANG CHIK,689333,"[1.39004038830493, 103.741091095437]",Eating Establishment
20053,NORIZA BTE MOHAD,689333,"[1.39004038830493, 103.741091095437]",Eating Establishment
20054,ZAINURA BINTE SAAD,678117,"[1.36853405374096, 103.766675011324]",Eating Establishment
20055,SAPIAH BINTE SALLEH,678117,"[1.36853405374096, 103.766675011324]",Eating Establishment
20056,MOK GUEY LAN,678117,"[1.36853405374096, 103.766675011324]",Eating Establishment
20057,TAN CHEK KIM,678117,"[1.36853405374096, 103.766675011324]",Eating Establishment
20058,ASSUMPTION PATHWAY SCHOOL,678117,"[1.36853405374096, 103.766675011324]",Eating Establishment
20059,TOH BEE KIM,678117,"[1.36853405374096, 103.766675011324]",Eating Establishment
20060,AWESOME ANNAM PTE. LTD.,681787,"[1.395361844967, 103.748139410115]",Eating Establishment
20061,TEO SIEW TIN,681787,"[1.395361844967, 103.748139410115]",Eating Establishment
20062,LEE YONG QUAN,681787,"[1.395361844967, 103.748139410115]",Eating Establishment
20063,TEO TECK LYE,681787,"[1.395361844967, 103.748139410115]",Eating Establishment
20064,TEO LAY HUA,681787,"[1.395361844967, 103.748139410115]",Eating Establishment
20065,JGB STEAMBOAT PTE. LTD.,681787,"[1.395361844967, 103.748139410115]",Eating Establishment
20066,ANG BOCK HWEE,681787,"[1.395361844967, 103.748139410115]",Eating Establishment
20067,LOO POH KIEN,609790,"[1.3515495585791, 103.729112686371]",Eating Establishment
20068,ANG MUI GUAT,609790,"[1.3515495585791, 103.729112686371]",Eating Establishment
20069,LOW MAY LAN,609790,"[1.3515495585791, 103.729112686371]",Eating Establishment
20070,MARLITA SHIELA DAGUPLO CAMPOS,609790,"[1.3515495585791, 103.729112686371]",Eating Establishment
20071,YULIA SANTI BINTI NURDIN,609790,"[1.3515495585791, 103.729112686371]",Eating Establishment
20072,HAMISAH BTE AHMAD,609790,"[1.3515495585791, 103.729112686371]",Eating Establishment
20073,LOH AI GEK,609790,"[1.3515495585791, 103.729112686371]",Eating Establishment
20074,SEOW POH TIN,609790,"[1.3515495585791, 103.729112686371]",Eating Establishment
20075,LIM HUA MENG,649038,"[1.33817883513509, 103.687206505485]",Eating Establishment
20076,LIM SOI MOI,649038,"[1.33817883513509, 103.687206505485]",Eating Establishment
20077,UMICALTOM BINTI A YAMIN,649038,"[1.33817883513509, 103.687206505485]",Eating Establishment
20078,SARIATI BT BASRI,649038,"[1.33817883513509, 103.687206505485]",Eating Establishment
20079,LIM GEOK LAI,649038,"[1.33817883513509, 103.687206505485]",Eating Establishment
20080,CHUA JIA HONG,640851,"[1.3465916671122, 103.692474184137]",Eating Establishment
20081,YEOH GEOK CHOO,649076,"[1.34872092746567, 103.694867873154]",Eating Establishment
20082,NG LAY HWA,649076,"[1.34872092746567, 103.694867873154]",Eating Establishment
20083,SAODAH BTE MAHMOOD,649076,"[1.34872092746567, 103.694867873154]",Eating Establishment
20084,Ahmad Zainuddin Bin Mohd Rashaid,649076,"[1.34872092746567, 103.694867873154]",Eating Establishment
20085,ZULIYANA BINTE ABU BAKAR,649076,"[1.34872092746567, 103.694867873154]",Eating Establishment
20086,LYE THEE NGO,649076,"[1.34872092746567, 103.694867873154]",Eating Establishment
20087,TEO HEE IE,649076,"[1.34872092746567, 103.694867873154]",Eating Establishment
20088,GOH SIU LIAN,689905,"[1.37760828302593, 103.741270440945]",Eating Establishment
20089,TOH BOOK HUA,689905,"[1.37760828302593, 103.741270440945]",Eating Establishment
20090,ONG SWEE PING,689905,"[1.37760828302593, 103.741270440945]",Eating Establishment
20091,NG CHIN CHYE,689905,"[1.37760828302593, 103.741270440945]",Eating Establishment
20092,AW PEH CHAI IVY,689905,"[1.37760828302593, 103.741270440945]",Eating Establishment
20093,JULIAH BINTE ADNAN,689905,"[1.37760828302593, 103.741270440945]",Eating Establishment
20094,SENIYATI BINTE KASI BEE,689905,"[1.37760828302593, 103.741270440945]",Eating Establishment
20095,ONG GEOK HEONG,689905,"[1.37760828302593, 103.741270440945]",Eating Establishment
20096,TOK JINSHI,680253,"[1.37677749544409, 103.744548948082]",Eating Establishment
20097,TAY AH KHIM,680253,"[1.37677749544409, 103.744548948082]",Eating Establishment
20098,LAI SOON FATT,680253,"[1.37677749544409, 103.744548948082]",Eating Establishment
20099,LEE GEOK LIAN,680253,"[1.37677749544409, 103.744548948082]",Eating Establishment
20100,CCK 253 F & B PTE. LTD.,680253,"[1.37677749544409, 103.744548948082]",Eating Establishment
20101,TAN SONG KHIM,680253,"[1.37677749544409, 103.744548948082]",Eating Establishment
20102,KHAZANAH BINTE SOSMAN,649075,"[1.34760230573674, 103.694815618532]",Eating Establishment
20103,CHENG SIM JUAN,649075,"[1.34760230573674, 103.694815618532]",Eating Establishment
20104,NORSIDAH BINTE MOHD RASID,649075,"[1.34760230573674, 103.694815618532]",Eating Establishment
20105,CHAI SUNG MOOI,649075,"[1.34760230573674, 103.694815618532]",Eating Establishment
20106,CHIN MAN SENG,649075,"[1.34760230573674, 103.694815618532]",Eating Establishment
20107,NG SU CHEOW,649075,"[1.34760230573674, 103.694815618532]",Eating Establishment
20108,SIAK KAM SIM,649037,"[1.33895145085326, 103.687833087248]",Eating Establishment
20109,BONG LI LI,649037,"[1.33895145085326, 103.687833087248]",Eating Establishment
20110,SUNNY SEOW YONG SOON,649037,"[1.33895145085326, 103.687833087248]",Eating Establishment
20111,KOH AH KIM,649037,"[1.33895145085326, 103.687833087248]",Eating Establishment
20112,ROBHAY BTE ABD KADIR,649037,"[1.33895145085326, 103.687833087248]",Eating Establishment
20113,AGUSTINA,649037,"[1.33895145085326, 103.687833087248]",Eating Establishment
20114,Hao LuJing,639798,"[1.34421841586272, 103.680152218583]",Eating Establishment
20115,DELIJOY PTE. LTD.,639798,"[1.34421841586272, 103.680152218583]",Eating Establishment
20116,YANG HE FOOD ENTERPRISES PTE. LTD.,639798,"[1.34421841586272, 103.680152218583]",Eating Establishment
20117,PALANIYAYEE@PALAINAYEE D/O SATHAPPA VELAR,639798,"[1.34421841586272, 103.680152218583]",Eating Establishment
20118,LIAN HOCK CHUAN,639798,"[1.34421841586272, 103.680152218583]",Eating Establishment
20119,LAO BAI XING LLP,639798,"[1.34421841586272, 103.680152218583]",Eating Establishment
20120,TAN ROMUALD STEPHEN,639798,"[1.34421841586272, 103.680152218583]",Eating Establishment
20121,LO SHIOW FANG,639798,"[1.34421841586272, 103.680152218583]",Eating Establishment
20122,SIANT INTERNATIONAL PTE. LTD.,639798,"[1.34421841586272, 103.680152218583]",Eating Establishment
20123,EIGHT IMMORTALS VEGETARIAN PTE LTD,639798,"[1.34421841586272, 103.680152218583]",Eating Establishment
20124,L2R PRIVATE LIMITED,639798,"[1.34421841586272, 103.680152218583]",Eating Establishment
20125,"TAN HENG KWANG, JOHNY",639811,"[1.35251444112481, 103.685427681556]",Eating Establishment
20126,TAN GEOK ENG,639811,"[1.35251444112481, 103.685427681556]",Eating Establishment
20127,LIM HUI CHONG,639811,"[1.35251444112481, 103.685427681556]",Eating Establishment
20128,TAN HUI HONG,639809,"[1.3548936834245, 103.686384441462]",Eating Establishment
20129,TOH AH HONG,639809,"[1.3548936834245, 103.686384441462]",Eating Establishment
20130,HONG CAFE 11 PTE. LTD.,639809,"[1.3548936834245, 103.686384441462]",Eating Establishment
20131,MOHAN SINGH,639809,"[1.3548936834245, 103.686384441462]",Eating Establishment
20132,NI NI KHIN,639809,"[1.3548936834245, 103.686384441462]",Eating Establishment
20133,HE JINGANG,639809,"[1.3548936834245, 103.686384441462]",Eating Establishment
20134,CAI YIQUN,639809,"[1.3548936834245, 103.686384441462]",Eating Establishment
20135,TAN KIM HUAY,689809,"[1.38213672186466, 103.738134418559]",Eating Establishment
20136,LOH WEE LING,689809,"[1.38213672186466, 103.738134418559]",Eating Establishment
20137,MARDZIAH BINTE ROSELI,689809,"[1.38213672186466, 103.738134418559]",Eating Establishment
20138,Febriana Endah Sri Wahyuni,689809,"[1.38213672186466, 103.738134418559]",Eating Establishment
20139,NG YEW BENG,689809,"[1.38213672186466, 103.738134418559]",Eating Establishment
20140,TOH CHENG HUA,689809,"[1.38213672186466, 103.738134418559]",Eating Establishment
20141,TOH CHOON LAY,679697,"[1.37047801891506, 103.766799773141]",Eating Establishment
