,Unnamed: 0,Name,Postal_Code,Coordinates,Venue Type,District
18120,18120,YEOH AH CHIAH,520828,"[1.34893084103853, 103.934588111014]",Eating Establishment,TAMPINES
18121,18121,TEO EE SENG,520828,"[1.34893084103853, 103.934588111014]",Eating Establishment,TAMPINES
18122,18122,TAN GEOK WAI,520828,"[1.34893084103853, 103.934588111014]",Eating Establishment,TAMPINES
18123,18123,FONG LI LIAN,520828,"[1.34893084103853, 103.934588111014]",Eating Establishment,TAMPINES
18124,18124,GUO XIUMEI,520828,"[1.34893084103853, 103.934588111014]",Eating Establishment,TAMPINES
18125,18125,NG SUN WAH,520828,"[1.34893084103853, 103.934588111014]",Eating Establishment,TAMPINES
18126,18126,FEI SIONG (F&B) HOLDINGS PTE. LTD.,520827,"[1.34972149544046, 103.933719246104]",Eating Establishment,TAMPINES
18127,18127,KIMLY FOOD HOLDINGS PTE. LTD.,520827,"[1.34972149544046, 103.933719246104]",Eating Establishment,TAMPINES
18128,18128,JUST GREENS FOOD PTE LTD,520827,"[1.34972149544046, 103.933719246104]",Eating Establishment,TAMPINES
18129,18129,LEE WAH MENG,520827,"[1.34972149544046, 103.933719246104]",Eating Establishment,TAMPINES
18130,18130,ZAINAB BTE ARSHAD,520827,"[1.34972149544046, 103.933719246104]",Eating Establishment,TAMPINES
18131,18131,LATIFAH BINTE MOHD JAAFAR,529427,"[1.34943480128048, 103.943989096075]",Eating Establishment,TAMPINES
18132,18132,SUPARMI BINTE OSMAN,529427,"[1.34943480128048, 103.943989096075]",Eating Establishment,TAMPINES
18133,18133,NORWATI BINTE HARUN,529427,"[1.34943480128048, 103.943989096075]",Eating Establishment,TAMPINES
18134,18134,ROHANY BINTE RAMLI,529427,"[1.34943480128048, 103.943989096075]",Eating Establishment,TAMPINES
18135,18135,LIM SOY MOEY,529427,"[1.34943480128048, 103.943989096075]",Eating Establishment,TAMPINES
18136,18136,HNG SIEW CHOO,529427,"[1.34943480128048, 103.943989096075]",Eating Establishment,TAMPINES
18137,18137,OOI SAW KIM,529427,"[1.34943480128048, 103.943989096075]",Eating Establishment,TAMPINES
18138,18138,TEOH SAU CHENG,529427,"[1.34943480128048, 103.943989096075]",Eating Establishment,TAMPINES
18139,18139,PEH SOON LAI,529176,"[1.35734898151234, 103.9488719255]",Eating Establishment,TAMPINES
18140,18140,SITI AMINAH BINTE MOHAMED RAMLEY,529176,"[1.35734898151234, 103.9488719255]",Eating Establishment,TAMPINES
18141,18141,RUBIAH BTE MOHD NOOR,529176,"[1.35734898151234, 103.9488719255]",Eating Establishment,TAMPINES
18142,18142,LEE THIAM SWEE,529176,"[1.35734898151234, 103.9488719255]",Eating Establishment,TAMPINES
18143,18143,ONG CHUAN AN,529176,"[1.35734898151234, 103.9488719255]",Eating Establishment,TAMPINES
18144,18144,NG SIEW HIANG,529176,"[1.35734898151234, 103.9488719255]",Eating Establishment,TAMPINES
18145,18145,NG MUI HENG,538884,"[1.35693360328577, 103.890457624477]",Eating Establishment,ALJUNIED
18146,18146,KOH SEW KIM,538884,"[1.35693360328577, 103.890457624477]",Eating Establishment,ALJUNIED
18147,18147,JAMI BINTE RAMAT,538884,"[1.35693360328577, 103.890457624477]",Eating Establishment,ALJUNIED
18148,18148,ROZIANI BINTE MOHAMED,538884,"[1.35693360328577, 103.890457624477]",Eating Establishment,ALJUNIED
18149,18149,PANG KAR KHENG,538884,"[1.35693360328577, 103.890457624477]",Eating Establishment,ALJUNIED
18150,18150,ONG GEK KUAN,538884,"[1.35693360328577, 103.890457624477]",Eating Establishment,ALJUNIED
18151,18151,LONG MEIJUN GERALDINE,538884,"[1.35693360328577, 103.890457624477]",Eating Establishment,ALJUNIED
18152,18152,KOH SIOK NGO,538884,"[1.35693360328577, 103.890457624477]",Eating Establishment,ALJUNIED
18153,18153,CHONG HO LAN @ THONG AJI,530401,"[1.37484339485806, 103.896994161364]",Eating Establishment,ALJUNIED
18154,18154,BEDOK NTH 85 FRIED OYSTER CARROT CAKE LLP,530401,"[1.37484339485806, 103.896994161364]",Eating Establishment,ALJUNIED
18155,18155,HWAN CHEE HENG,530401,"[1.37484339485806, 103.896994161364]",Eating Establishment,ALJUNIED
18156,18156,TAN ENG TEK,530401,"[1.37484339485806, 103.896994161364]",Eating Establishment,ALJUNIED
18157,18157,GOH BOOM KOH,530401,"[1.37484339485806, 103.896994161364]",Eating Establishment,ALJUNIED
18158,18158,TANG LIN WANG,520929,"[1.34639172413315, 103.93961398508]",Eating Establishment,TAMPINES
18159,18159,PANG CHOON HWA,520929,"[1.34639172413315, 103.93961398508]",Eating Establishment,TAMPINES
18160,18160,SHAHUL S/O ABDULLAZID JAHABAR SADIQ,520929,"[1.34639172413315, 103.93961398508]",Eating Establishment,TAMPINES
18161,18161,CHANG CHENG FOOD & BEVERAGE PTE. LTD.,523201,"[1.35282040093481, 103.952976398016]",Eating Establishment,TAMPINES
18162,18162,NOOR HAISHAH BTE ABDUL RAHIM,523201,"[1.35282040093481, 103.952976398016]",Eating Establishment,TAMPINES
18163,18163,NG KIM HENG,523201,"[1.35282040093481, 103.952976398016]",Eating Establishment,TAMPINES
18164,18164,LEOW AI FOO,523201,"[1.35282040093481, 103.952976398016]",Eating Establishment,TAMPINES
18165,18165,ZHAO JINXIAN,523201,"[1.35282040093481, 103.952976398016]",Eating Establishment,TAMPINES
18166,18166,LOY BOON LOW,523201,"[1.35282040093481, 103.952976398016]",Eating Establishment,TAMPINES
18167,18167,SIAM SQ MOOKATA PTE. LTD.,523201,"[1.35282040093481, 103.952976398016]",Eating Establishment,TAMPINES
18168,18168,HONG HOO RESTAURANT PTE. LTD.,523201,"[1.35282040093481, 103.952976398016]",Eating Establishment,TAMPINES
18169,18169,CHANG CHENG FOOD PARADISE PTE. LTD.,523201,"[1.35282040093481, 103.952976398016]",Eating Establishment,TAMPINES
18170,18170,SHAIKH RAHAMAN,527201,"[1.35292162536007, 103.953858335355]",Eating Establishment,TAMPINES
18171,18171,ZAIRANI BTE ALWI,527201,"[1.35292162536007, 103.953858335355]",Eating Establishment,TAMPINES
18172,18172,SHARIFAH FAUZIAH D/O K.P KOYAKUTTY,527201,"[1.35292162536007, 103.953858335355]",Eating Establishment,TAMPINES
18173,18173,KIMLY FOOD HOLDINGS PTE. LTD.,520826,"[1.349339645898, 103.933610807865]",Eating Establishment,TAMPINES
18174,18174,TAN CHOO HUA,520826,"[1.349339645898, 103.933610807865]",Eating Establishment,TAMPINES
18175,18175,WONG SANG SUAN,520826,"[1.349339645898, 103.933610807865]",Eating Establishment,TAMPINES
18176,18176,CHEONG AH PENG,520826,"[1.349339645898, 103.933610807865]",Eating Establishment,TAMPINES
18177,18177,PNG CHOH GEK,520826,"[1.349339645898, 103.933610807865]",Eating Establishment,TAMPINES
18178,18178,FOOD FACE (AMK) PTE. LTD.,520826,"[1.349339645898, 103.933610807865]",Eating Establishment,TAMPINES
18179,18179,BUDDY'S RESTAURANT PTE. LTD.,520826,"[1.349339645898, 103.933610807865]",Eating Establishment,TAMPINES
18180,18180,ZAHARAH BT SEMAN,520826,"[1.349339645898, 103.933610807865]",Eating Establishment,TAMPINES
18181,18181,RED ROOSTER WESTERN FOOD PTE. LTD.,520826,"[1.349339645898, 103.933610807865]",Eating Establishment,TAMPINES
18182,18182,NADIAH BTE ABDULLAH,529400,"[1.35463956600893, 103.948614671461]",Eating Establishment,TAMPINES
18183,18183,TEH AH BA,529400,"[1.35463956600893, 103.948614671461]",Eating Establishment,TAMPINES
18184,18184,RAHMAH BTE MOHD SHARIFF,529400,"[1.35463956600893, 103.948614671461]",Eating Establishment,TAMPINES
18185,18185,SITI SULAMI BTE ZAM ZAM,529400,"[1.35463956600893, 103.948614671461]",Eating Establishment,TAMPINES
18186,18186,LEE BOON YING,529400,"[1.35463956600893, 103.948614671461]",Eating Establishment,TAMPINES
18187,18187,TOONG SOON MOI,529400,"[1.35463956600893, 103.948614671461]",Eating Establishment,TAMPINES
18188,18188,MUHAMAD NAZARUDIN BIN HAMZA,529392,"[1.35059476908514, 103.951225249062]",Eating Establishment,TAMPINES
18189,18189,MAHNOM BINTE SENIN,529392,"[1.35059476908514, 103.951225249062]",Eating Establishment,TAMPINES
18190,18190,ZAINAB BINTE MOHAMED YUSOF,529392,"[1.35059476908514, 103.951225249062]",Eating Establishment,TAMPINES
18191,18191,LIEW FRANCIS XAVIER,529392,"[1.35059476908514, 103.951225249062]",Eating Establishment,TAMPINES
18192,18192,LIM NELLY,529392,"[1.35059476908514, 103.951225249062]",Eating Establishment,TAMPINES
18193,18193,SIM SIEW JOO,529392,"[1.35059476908514, 103.951225249062]",Eating Establishment,TAMPINES
18194,18194,ROSZITA BINTE AHMAD,529392,"[1.35059476908514, 103.951225249062]",Eating Establishment,TAMPINES
18195,18195,LEE LEH DIN,529392,"[1.35059476908514, 103.951225249062]",Eating Establishment,TAMPINES
18196,18196,AHMAD FITTRI BIN SHARIFF,529393,"[1.3514596031823, 103.950716122461]",Eating Establishment,TAMPINES
18197,18197,AGNES TEO SUAT CHIN,529393,"[1.3514596031823, 103.950716122461]",Eating Establishment,TAMPINES
18198,18198,GOH AH HIOK,529393,"[1.3514596031823, 103.950716122461]",Eating Establishment,TAMPINES
18199,18199,SRIHA TON NOORDIN ASMAR,529393,"[1.3514596031823, 103.950716122461]",Eating Establishment,TAMPINES
18200,18200,LAM TUI CHAN,529393,"[1.3514596031823, 103.950716122461]",Eating Establishment,TAMPINES
18201,18201,CHUA LAN ENG,520201,"[1.35289506312913, 103.953585683185]",Eating Establishment,TAMPINES
18202,18202,UNITED F&B PTE. LTD.,520201,"[1.35289506312913, 103.953585683185]",Eating Establishment,TAMPINES
18203,18203,UNITY HOUSE PTE. LTD.,520201,"[1.35289506312913, 103.953585683185]",Eating Establishment,TAMPINES
18204,18204,NG HONG GUAN,520201,"[1.35289506312913, 103.953585683185]",Eating Establishment,TAMPINES
18205,18205,LIM KOON MENG (LIN KUNMING),520201,"[1.35289506312913, 103.953585683185]",Eating Establishment,TAMPINES
18206,18206,LEE KWANG KEE GROUPS PTE. LTD.,520201,"[1.35289506312913, 103.953585683185]",Eating Establishment,TAMPINES
18207,18207,TAN BOON HAI,520201,"[1.35289506312913, 103.953585683185]",Eating Establishment,TAMPINES
18208,18208,GOLDEN ROOSTER PTE. LTD.,520201,"[1.35289506312913, 103.953585683185]",Eating Establishment,TAMPINES
18209,18209,SUPREME CUISINE PTE. LTD.,520201,"[1.35289506312913, 103.953585683185]",Eating Establishment,TAMPINES
18210,18210,PAMAKHAM BUACHAN,520201,"[1.35289506312913, 103.953585683185]",Eating Establishment,TAMPINES
18211,18211,SOH KIM CHYE,520201,"[1.35289506312913, 103.953585683185]",Eating Establishment,TAMPINES
18212,18212,ZALEHA FOOD CORNER PTE. LTD.,520201,"[1.35289506312913, 103.953585683185]",Eating Establishment,TAMPINES
18213,18213,WANG MEI,520201,"[1.35289506312913, 103.953585683185]",Eating Establishment,TAMPINES
18214,18214,PONTIAN SQUARE PTE. LTD.,520201,"[1.35289506312913, 103.953585683185]",Eating Establishment,TAMPINES
18215,18215,KOH PECK NOI,520201,"[1.35289506312913, 103.953585683185]",Eating Establishment,TAMPINES
18216,18216,AZHAR BIN MOHAMED SALLEH,524201,"[1.35226231425316, 103.953586491358]",Eating Establishment,TAMPINES
18217,18217,CHEW SAU FONG,524201,"[1.35226231425316, 103.953586491358]",Eating Establishment,TAMPINES
18218,18218,KIMPO FOOD HOLDINGS PTE. LTD.,470121,"[1.33130517787872, 103.909992224709]",Eating Establishment,ALJUNIED
18219,18219,SABARIAH BTE RASIDIN,470121,"[1.33130517787872, 103.909992224709]",Eating Establishment,ALJUNIED
18220,18220,CHODEE FOOD HOLDINGS PTE. LTD.,470121,"[1.33130517787872, 103.909992224709]",Eating Establishment,ALJUNIED
18221,18221,LEE KEK HOE,470121,"[1.33130517787872, 103.909992224709]",Eating Establishment,ALJUNIED
18222,18222,TECK EE FOOD HOLDINGS PTE. LTD.,470121,"[1.33130517787872, 103.909992224709]",Eating Establishment,ALJUNIED
18223,18223,YAN RUIHONG,470121,"[1.33130517787872, 103.909992224709]",Eating Establishment,ALJUNIED
18224,18224,FEI SIONG (F&B) HOLDINGS PTE. LTD.,470121,"[1.33130517787872, 103.909992224709]",Eating Establishment,ALJUNIED
18225,18225,WANG HENG FOOD HOLDING PTE. LTD.,470121,"[1.33130517787872, 103.909992224709]",Eating Establishment,ALJUNIED
18226,18226,KIMLY FOOD HOLDINGS PTE. LTD.,470121,"[1.33130517787872, 103.909992224709]",Eating Establishment,ALJUNIED
18227,18227,LIM THYE SENG,520419,"[1.35783252178817, 103.946726918914]",Eating Establishment,TAMPINES
18228,18228,CHENG TSANG FUNG LIN,520419,"[1.35783252178817, 103.946726918914]",Eating Establishment,TAMPINES
18229,18229,FOOD STALLS MANAGEMENT PTE. LTD.,520419,"[1.35783252178817, 103.946726918914]",Eating Establishment,TAMPINES
18230,18230,LOH KOH KEIM,520419,"[1.35783252178817, 103.946726918914]",Eating Establishment,TAMPINES
18231,18231,GUO FANGAI,520419,"[1.35783252178817, 103.946726918914]",Eating Establishment,TAMPINES
18232,18232,HWAN CHEE HOI,520419,"[1.35783252178817, 103.946726918914]",Eating Establishment,TAMPINES
18233,18233,KOH CHIN HUAT,520419,"[1.35783252178817, 103.946726918914]",Eating Establishment,TAMPINES
18234,18234,Tan Hong Kiap,520445,"[1.35830242194338, 103.950658405067]",Eating Establishment,TAMPINES
18235,18235,CHANG CHENG FOOD & BEVERAGE PTE. LTD.,520844,"[1.3521058353242, 103.936530873323]",Eating Establishment,TAMPINES
18236,18236,BADALING HOLDINGS PTE. LTD.,520844,"[1.3521058353242, 103.936530873323]",Eating Establishment,TAMPINES
18237,18237,LIM PUAY LANG,520844,"[1.3521058353242, 103.936530873323]",Eating Establishment,TAMPINES
18238,18238,POH LIAN CHEW,520844,"[1.3521058353242, 103.936530873323]",Eating Establishment,TAMPINES
18239,18239,NG SIAN KOON,520844,"[1.3521058353242, 103.936530873323]",Eating Establishment,TAMPINES
18240,18240,FOO YAU CHIN,520844,"[1.3521058353242, 103.936530873323]",Eating Establishment,TAMPINES
18241,18241,JIN HOCK FOOD HOLDINGS PTE. LTD.,520844,"[1.3521058353242, 103.936530873323]",Eating Establishment,TAMPINES
18242,18242,MOHAMAD SANI BIN ABDUL WAHID,470739,"[1.33788663735454, 103.922648407766]",Eating Establishment,ALJUNIED
18243,18243,LI CHANG JIN,470739,"[1.33788663735454, 103.922648407766]",Eating Establishment,ALJUNIED
18244,18244,SIN HIN HUAT FOOD INDUSTRY PTE. LTD.,470739,"[1.33788663735454, 103.922648407766]",Eating Establishment,ALJUNIED
18245,18245,HAITIAN GOURMET PTE. LTD.,470739,"[1.33788663735454, 103.922648407766]",Eating Establishment,ALJUNIED
18246,18246,TAN ENG MOI,470739,"[1.33788663735454, 103.922648407766]",Eating Establishment,ALJUNIED
18247,18247,ABDUAL SAMAT BIN MOHAMAD ALI,470739,"[1.33788663735454, 103.922648407766]",Eating Establishment,ALJUNIED
18248,18248,PEH ENG SENG(BAI YONG SHENG),470739,"[1.33788663735454, 103.922648407766]",Eating Establishment,ALJUNIED
18249,18249,LIM TICK NGUAN,470739,"[1.33788663735454, 103.922648407766]",Eating Establishment,ALJUNIED
18250,18250,MOHAMED ISMAIL BIN BUANG,470739,"[1.33788663735454, 103.922648407766]",Eating Establishment,ALJUNIED
18251,18251,LE XIN CATERING PTE. LTD.,470739,"[1.33788663735454, 103.922648407766]",Eating Establishment,ALJUNIED
18252,18252,PARVATHY MUTHUSAMY,530703,"[1.36553095979945, 103.889460635529]",Eating Establishment,HOUGANG
18253,18253,LIM GEOK YIN,530703,"[1.36553095979945, 103.889460635529]",Eating Establishment,HOUGANG
18254,18254,CHIA CHYE HEE,530703,"[1.36553095979945, 103.889460635529]",Eating Establishment,HOUGANG
18255,18255,TAN KHENG CHEONG,530703,"[1.36553095979945, 103.889460635529]",Eating Establishment,HOUGANG
18256,18256,CHEN HUAYUAN,530703,"[1.36553095979945, 103.889460635529]",Eating Establishment,HOUGANG
18257,18257,HUANG RUIHUA,530703,"[1.36553095979945, 103.889460635529]",Eating Establishment,HOUGANG
18258,18258,LEE ONN YIN,530703,"[1.36553095979945, 103.889460635529]",Eating Establishment,HOUGANG
18259,18259,LEE SENG CHAI,570112,"[1.34681029782167, 103.84904106054]",Eating Establishment,BISHAN-TOA PAYOH
18260,18260,LEE CHOR JOO,570112,"[1.34681029782167, 103.84904106054]",Eating Establishment,BISHAN-TOA PAYOH
18261,18261,SOH YIN YOCK,536451,"[1.3667378414426, 103.893684148327]",Eating Establishment,HOUGANG
18262,18262,SUNISAH BTE SARIP,536451,"[1.3667378414426, 103.893684148327]",Eating Establishment,HOUGANG
18263,18263,TAN WEI XIU,536451,"[1.3667378414426, 103.893684148327]",Eating Establishment,HOUGANG
18264,18264,TOH BONG YOO,536451,"[1.3667378414426, 103.893684148327]",Eating Establishment,HOUGANG
18265,18265,ANG MUI CHER,536451,"[1.3667378414426, 103.893684148327]",Eating Establishment,HOUGANG
18266,18266,ANNE TAN GEK CHOO,536451,"[1.3667378414426, 103.893684148327]",Eating Establishment,HOUGANG
18267,18267,YEO PEE LEE PAULINE,536451,"[1.3667378414426, 103.893684148327]",Eating Establishment,HOUGANG
18268,18268,MARYANIH,579082,"[1.35010134493578, 103.843189062588]",Eating Establishment,BISHAN-TOA PAYOH
18269,18269,Tan Chee Suan,579082,"[1.35010134493578, 103.843189062588]",Eating Establishment,BISHAN-TOA PAYOH
18270,18270,POH HOCK CHOON,520280,"[1.34753519689194, 103.951702776881]",Eating Establishment,TAMPINES
18271,18271,OCEAN GROUP PTE. LTD.,521164,"[1.3496215142655, 103.946000691097]",Eating Establishment,TAMPINES
18272,18272,TAI WAH CHOK KEE INVESTMENTS PTE. LTD.,521164,"[1.3496215142655, 103.946000691097]",Eating Establishment,TAMPINES
18273,18273,LIM ENG GEK,521164,"[1.3496215142655, 103.946000691097]",Eating Establishment,TAMPINES
18274,18274,NG BEE BEE,521138,"[1.3455045062724, 103.945588355383]",Eating Establishment,TAMPINES
18275,18275,JURIA BTE BAKAR,521138,"[1.3455045062724, 103.945588355383]",Eating Establishment,TAMPINES
18276,18276,Siti nurfarhana Binte Tahair,521138,"[1.3455045062724, 103.945588355383]",Eating Establishment,TAMPINES
18277,18277,SITI AISAH BINTE AHMAD ABDAT,521138,"[1.3455045062724, 103.945588355383]",Eating Establishment,TAMPINES
18278,18278,RAYMUNDO JONATHAN DANGANAN,521138,"[1.3455045062724, 103.945588355383]",Eating Establishment,TAMPINES
